seriesID,seriesCode,seriesName,seriesParent,seriesUnits,entityID,entityIso,entityName,dataValue,dataYear,dataNote,dataSource,seriesDescription
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,1.84,2008,,Ministry of Communications & Information Technology,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,3.55,2009,,Ministry of Communications & Information Technology,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,4.0,2010,,ITU estimate. ,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,5.0,2011,,ITU estimate. ,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,5.454500198,2012,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,5.900000095,2013,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,7.0,2014,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,8.260000229,2015,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,11.0,2016,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,13.5,2017,Asia Foundation,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,16.79999924,2018,Asia Foundation,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,17.60000038,2019,Asia Foundation,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,17.04850006,2020,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,16.51429939,2021,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,15.86629963,2022,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,15.92840004,2023,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,6,AFG,Afghanistan,16.09499931,2024,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,5.348559732,2000,,"Media Africa, Internet Solutions, W2003-2004.",Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,6.346619318,2001,,"Media Africa, Internet Solutions, W2003-2004.",Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,6.710322437,2002,,"Media Africa, Internet Solutions, W2003-2004.",Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,7.007691726,2003,,"Media Africa, Internet Solutions, W2003-2004.",Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,8.425118683,2004,,"Media Africa, Internet Solutions, W2003-2004.",Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,7.48854253,2005,,"Media Africa, Internet Solutions, W2003-2004.",Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,7.607139675,2006,,"Media Africa, Internet Solutions, W2003-2004.",Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,8.065375174,2007,,World Wide Worx.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,8.43,2008,,Independent Communications Authority of South Africa,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,10.0,2009,Based on SAARF,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,24.0,2010,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,33.97,2011,Population age 5+.,Statistics South Africa,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,41.0,2012,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,46.5,2013,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,49.0,2014,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,51.91910172,2015,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,54.0,2016,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,56.16740036,2017,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,62.40000153,2018,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,69.69689941,2019,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,72.1128006,2020,Aged 10 and older.,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,74.96859741,2021,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,78.29319763,2022,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,78.33670044,2023,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,7,ZAF,South Africa,78.35759735,2024,.,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,0.105045562,2000,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,0.136013867,2001,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,0.270376746,2002,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,0.370682065,2003,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,0.464814618,2004,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,1.143399954,2005,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,1.5,2006,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,1.700000048,2007,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,1.899999976,2008,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,2.299999952,2009,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,2.799999952,2010,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,4.699999809,2011,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,7.699999809,2012,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,13.0,2013,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,21.36234076,2014,,Instituto Nacional de Estatística,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,22.0,2015,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,23.20000076,2016,Estimated based on DHS.,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,26.0,2017,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,29.0,2018,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,32.12939835,2019,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,33.32089996,2020,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,34.55649948,2021,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,35.83800125,2022,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,37.88589859,2023,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,8,AGO,Angola,40.70479965,2024,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,22.40544901,2000,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,25.88438309,2001,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,24.80363787,2002,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,24.52337632,2003,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,25.04363664,2004,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,29.0,2005,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,36.0,2006,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,41.0,2007,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,44.0,2008,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,48.0,2009,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,49.6,2010,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,53.64,2011,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,59.21498317,2012,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,64.8,2013,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,70.39,2014,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,75.97999996,2015,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,9,AIA,Anguilla,81.56999993,2016,,ITU Estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,0.114097347,2000,,Albanian Telecom Enterprise.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,0.325798377,2001,,Albanian Telecom Enterprise.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,0.390081273,2002,,Albanian Telecom Enterprise.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,0.971900415,2003,,Ministry of Transport and Telecommunications.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,2.420387798,2004,,Ministry of Transport and Telecommunications.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,6.043890864,2005,,Ministry of Transport and Telecommunications.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,9.609999657,2006,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,15.03610039,2007,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,23.86,2008,,Minister for Innovation and ICT,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,41.2,2009,,Minister for Innovation and ICT,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,45.0,2010,,Minister for Innovation and ICT,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,47.0,2011,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,49.40000153,2012,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,51.79999924,2013,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,54.29999924,2014,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,56.90000153,2015,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,59.59999847,2016,,ITU Estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,62.40000153,2017,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,65.40000153,2018,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,68.55039112,2019,,Institute of Statistics,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,72.23767711,2020,Aged 16-74.,Institute of Statistics,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,79.32371752,2021,Aged 16-74.,Institute of Statistics,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,82.61367544,2022,Aged 16-74.,Institute of Statistics,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,83.13559161,2023,Aged 16-74.,Institute of Statistics,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,10,ALB,Albania,85.86389923,2024,Aged 16-74.,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,0.491705679,2000,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,0.646114017,2001,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,1.59164126,2002,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,2.195359731,2003,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,4.634475088,2004,,,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,5.843900204,2005,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,7.375984956,2006,,Autorité de Régulation de la Poste et des Télecommunications (ARPT).,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,9.451190626,2007,,Autorité de Régulation de la Poste et des Télecommunications (ARPT).,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,10.18,2008,,Autorité de Régulation de la Poste et des Télécommunications,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,11.23,2009,,Autorité de Régulation de la Poste et des Télécommunications,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,12.5,2010,,Autorité de Régulation de la Poste et des Télécommunications,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,14.89999962,2011,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
11624,i99H,Individuals using the Internet,,%,11,DZA,Algeria,18.20000076,2012,,ITU estimate.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.
